section	source_ru	target
Описания статов	+1% к урону дальнего боя, +1 защита, +2 атака.	
Описания статов	+5 здоровья, +1% урон ближнего/среднего боя, +1 реген HP/мин.	
Описания статов	+5 маны, +1 реген MP/мин, +2% к силе заклинаний.	
Описания статов	+2% шанс магического крита, +1 реген MP/мин.	
Описания статов	+2% шанс физического крита, +1 реген HP/мин.	
Описания статов	+1% шанс макс. урона, +5% шанс ценного трофея.	
Описания статов	+2% физический контрудар, +2% защита.	
Описания статов	+2% магический контрудар, +2% сопротивление.	
Профессии	Кузнец	
Профессии	Столяр	
Профессии	Кожевник	
Профессии	Ткач	
Профессии	Плавильщик	
Профессии	Ювелир	
Профессии	Алхимик	
Профессии	Собиратель	
Профессии	ковка оружия, брони и щитов	
Профессии	обработка дерева, луки и посохи	
Профессии	выделка кожи	
Профессии	ткачество и лёгкая броня	
Профессии	выплавка металла	
Профессии	огранка камней и бижутерия	
Профессии	эликсиры, зелья и мази	
Профессии	добыча ресурсов своими руками	
Профессии	Гранд-мастер	
Профессии	Мастер	
Профессии	Подмастерье	
Профессии	Новичок	
Достижения	Первая кровь	
Достижения	Убей первого моба.	
Достижения	Истребитель	
Достижения	Убей 100 мобов.	
Достижения	Палач	
Достижения	Убей 1000 мобов.	
Достижения	Гроза боссов	
Достижения	Победи первого босса.	
Достижения	Драконоборец	
Достижения	Победи 10 боссов.	
Достижения	Старатель	
Достижения	Добудь 200 ресурсов своими руками.	
Достижения	Создай 50 предметов.	
Достижения	Странник	
Достижения	Соверши 25 походов.	
Достижения	Первопроходец	
Достижения	Побывай в 30 локациях.	
Достижения	Дуэлянт	
Достижения	Победи 10 игроков на Арене.	
Достижения	Архимаг	
Достижения	Изучи все 12 заклинаний.	
Достижения	Восхождение	
Достижения	Достигни 10 уровня.	
Достижения	Полубог	
Достижения	Достигни 25 уровня.	
Достижения	Владыка	
Достижения	Достигни 50 уровня.	
Достижения	Богач	
Достижения	Накопи 10 000 золота.	
Достижения	Модник	
Достижения	Сохрани сборку экипировки.	
Достижения	Коллекционер	
Достижения	Собери полный комплект любого сета.	
Достижения	Архивариус	
Достижения	Открой в Кодексе все 7 сетов.	
Достижения	Прикосновение легенды	
Достижения	Найди предмет легендарной рарности.	
Достижения	Миф во плоти	
Достижения	Найди предмет мифической рарности.	
Достижения	Покоритель миров	
Достижения	Победи всех мобов во всех 12 мирах.	
Ежедневные задания	Истребление	
Ежедневные задания	Убей 30 мобов в походах	
Ежедневные задания	Походы	
Ежедневные задания	Соверши 5 походов	
Ежедневные задания	Босс дня	
Ежедневные задания	Победи 1 босса	
Ежедневные задания	Победи 3 раза на Арене	
Ежедневные задания	Заготовка	
Ежедневные задания	Добудь 20 ресурсов руками	
Ежедневные задания	Ремесло	
Ежедневные задания	Создай 3 предмета	
Квесты (цепочка)	Спуститься вниз	
Квесты (цепочка)	Достигни Лестницы в Небо и соверши первый поход в мир смертных.	
Квесты (цепочка)	Истребитель тварей	
Квесты (цепочка)	Убей мобов. Градиент 10 / 100 / 1000.	
Квесты (цепочка)	Заготовщик	
Квесты (цепочка)	Добудь ресурсы своими руками. Градиент 10 / 100 / 1000.	
Квесты (цепочка)	Мастеровой	
Квесты (цепочка)	Создай предметы в мастерских. Градиент 1 / 10 / 100.	
Квесты (цепочка)	Стяжатель	
Квесты (цепочка)	Накопи золото. Градиент 100 / 1000 / 10000.	
Квесты (цепочка)	Побывай в разных локациях миров. Градиент 3 / 12 / 30.	
Квесты (цепочка)	ПвП воин	
Квесты (цепочка)	Победи других игроков на арене. Градиент 1 / 10 / 50.	
Квесты (цепочка)	Охотник на боссов	
Квесты (цепочка)	Сразись и победи боссов в мирах. Градиент 1 / 5 / 20.	
Квесты (цепочка)	Мастер магии	
Квесты (цепочка)	Изучи заклинания. Градиент 3 / 8 / 12.	
Навыки	Режущее оружие	
Навыки	Колющее оружие	
Навыки	Рубящее оружие	
Навыки	Дробящее оружие	
Навыки	Стрелковое оружие	
Навыки	Лёгкая броня	
Навыки	Средняя броня	
Навыки	Тяжёлая броня	
Навыки	Приручение	
Улучшения клана	Артефакт клана	
Улучшения клана	Сокровищница	
Улучшения клана	Клановая кузня	
Улучшения клана	Алтарь предков	
Улучшения клана	+1 ко всем статам каждому участнику за уровень	
Улучшения клана	+5% золота с походов за уровень	
Улучшения клана	+1 ресурс-трофей с боя за уровень	
Улучшения клана	+5% опыта с походов за уровень	
Ранги магов	Послушник	
Ранги магов	Эксперт	
Ранги магов	Грандмастер	
Постройки нижнего мира	Город	
Постройки нижнего мира	Лесопилка	
Постройки нижнего мира	Каменоломня	
Постройки нижнего мира	Рудник	
Постройки нижнего мира	Ферма	
Источники добычи	Срубить дерево	
Источники добычи	Наколоть камня	
Источники добычи	Добыть руду	
Источники добычи	Собрать волокно	
Источники добычи	Собрать ромашку	
Источники добычи	Собрать мухоморы	
Источники добычи	Наколоть слюды	
Источники добычи	Набрать песка	
Источники добычи	Выпарить соль	
Источники добычи	Снять тонкую шкуру	
Тосты/прочие шаблоны	❌ Нужно {gold}🪙 + {sparks}🔥 + {gem}💎.	
Тосты/прочие шаблоны	❌ Нужно {gold}🪙 + {sparks}🔥.	
Тосты/прочие шаблоны	🎁 +{gold} золота!	
Тосты/прочие шаблоны	🏘️ Собрано: {str}	
Тосты/прочие шаблоны	🏗️ {b} ур.{lvl} готов!	
Тосты/прочие шаблоны	{icon} {prof} ур. {lvl}	
Тосты/прочие шаблоны	🎉 Уровень {lvl}!	
Тосты/прочие шаблоны	🎁 +{n} 🪙 от рефералов!	
Тосты/прочие шаблоны	💰 +{n} 🪙 за проданные лоты!	
Тосты/прочие шаблоны	🪙 Нужно {n} золота	
Тосты/прочие шаблоны	⏳ Перезарядка ~{n} мин	
Системные сообщения (лог, тосты, диалоги)	✅ Квест «{q}» — этап {stage}! Награда: {rstr}.	
Системные сообщения (лог, тосты, диалоги)	Сегодня награда за вход уже получена.	
Системные сообщения (лог, тосты, диалоги)	🎁 Награда за вход (день {streak} подряд): +{r}.	
Системные сообщения (лог, тосты, диалоги)	❌ Задание ещё не выполнено.	
Системные сообщения (лог, тосты, диалоги)	🎁 Ежедневное «{q}» выполнено! +{r}.	
Системные сообщения (лог, тосты, диалоги)	🌟 Все ежедневные выполнены! Бонус: +{r}.	
Системные сообщения (лог, тосты, диалоги)	🌟 Ежедневные выполнены!	
Системные сообщения (лог, тосты, диалоги)	🏆 Достижение «{a}»!{rstr}	
Системные сообщения (лог, тосты, диалоги)	⛔ Лимит добычи на час исчерпан ({cap}/час). Сброс через {min} мин.	
Системные сообщения (лог, тосты, диалоги)	❌ Недостаточно ресурсов для крафта.	
Системные сообщения (лог, тосты, диалоги)	⛔ Лимит производства на час исчерпан ({cap}/час). Сброс через {min} мин.	
Системные сообщения (лог, тосты, диалоги)	🔧 Создано ×{made}: {out}.{lim}	
Системные сообщения (лог, тосты, диалоги)	лимит	
Системные сообщения (лог, тосты, диалоги)	час	
Системные сообщения (лог, тосты, диалоги)	осталось 0	
Системные сообщения (лог, тосты, диалоги)	🔧 Создано: {qty}× {res}.	
Системные сообщения (лог, тосты, диалоги)	🔧 Создан предмет: {item}{tags}.	
Системные сообщения (лог, тосты, диалоги)	❌ Сначала найди хотя бы одну часть этого сета в походе.	
Системные сообщения (лог, тосты, диалоги)	❌ Недостаточно ресурсов для ковки.	
Системные сообщения (лог, тосты, диалоги)	🔥 Скована часть сета: {item} [{rar}].	
Системные сообщения (лог, тосты, диалоги)	❌ Нужно {gem} 💎 камней и {sparks} 🔥 искр.	
Системные сообщения (лог, тосты, диалоги)	💎 Создан усилитель: {enh} {rom} (+{bonus} {stat}).	
Системные сообщения (лог, тосты, диалоги)	🔒 Арендованную вещь нельзя изменять — только носить.	
Системные сообщения (лог, тосты, диалоги)	❌ Больше гнёзд не просверлить (макс {max} для рарности).	
Системные сообщения (лог, тосты, диалоги)	❌ Нужно {cost} 🔥 искр на гнездо.	
Системные сообщения (лог, тосты, диалоги)	🛠 Просверлено гнездо {n}/{max} в «{item}» за {cost} 🔥.	
Системные сообщения (лог, тосты, диалоги)	❌ Гнездо занято.	
Системные сообщения (лог, тосты, диалоги)	💎 «{gem}» вставлен в «{item}».	
Системные сообщения (лог, тосты, диалоги)	💎 «{gem}» извлечён из «{item}».	
Системные сообщения (лог, тосты, диалоги)	🔒 Арендованную вещь нельзя точить — только носить.	
Системные сообщения (лог, тосты, диалоги)	❌ Максимальная заточка (+{max}).	
Системные сообщения (лог, тосты, диалоги)	❌ Недостаточно ресурсов для заточки.	
Системные сообщения (лог, тосты, диалоги)	⚒️ Заточка: {item} +{plus}!	
Системные сообщения (лог, тосты, диалоги)	❌ Уже максимальная рарность (Мифический).	
Системные сообщения (лог, тосты, диалоги)	❌ Недостаточно ресурсов для перековки.	
Системные сообщения (лог, тосты, диалоги)	🔨 Перековка: {item}{plus} → [{rar}]!	
Системные сообщения (лог, тосты, диалоги)	❌ Требуется {stat} {v} для «{item}» (у вас {have}).	
Системные сообщения (лог, тосты, диалоги)	🎽 Надето: {item}.	
Системные сообщения (лог, тосты, диалоги)	❌ Нечего сохранять — экипировка пуста.	
Системные сообщения (лог, тосты, диалоги)	❌ Лимит сборок ({max}). Удалите лишнюю.	
Системные сообщения (лог, тосты, диалоги)	💾 Сборка «{name}» сохранена.	
Системные сообщения (лог, тосты, диалоги)	❌ Нет частей сета «{set}» в наличии.	
Системные сообщения (лог, тосты, диалоги)	🎽 Надет комплект «{set}» — лучшие части ({picked}/{total}).	
Системные сообщения (лог, тосты, диалоги)	🎽 Надета сборка «{name}»{missing}.	
Системные сообщения (лог, тосты, диалоги)	предметов уже нет	
Системные сообщения (лог, тосты, диалоги)	🗑 Сборка «{name}» удалена.	
Системные сообщения (лог, тосты, диалоги)	🔒 Арендованную вещь нельзя выбросить — верните её в арсенал.	
Системные сообщения (лог, тосты, диалоги)	🐾 Лимит активных питомцев ({cap}). Поднимайте навык Приручение.	
Системные сообщения (лог, тосты, диалоги)	Отпустить питомца на волю?	
Системные сообщения (лог, тосты, диалоги)	🐾 Питомец отпущен на волю.	
Системные сообщения (лог, тосты, диалоги)	❌ Нужно {n} 🪙 на членский взнос.	
Системные сообщения (лог, тосты, диалоги)	🔮 Вы вступили в Гильдию магов!	
Системные сообщения (лог, тосты, диалоги)	🔮 Сначала вступите в Гильдию магов.	
Системные сообщения (лог, тосты, диалоги)	❌ Для вашего ранга максимум улучшения +{cap}. Поднимайте уровни стихий.	
Системные сообщения (лог, тосты, диалоги)	🔮 «{spell}» улучшено до +{plus}.	
Системные сообщения (лог, тосты, диалоги)	❌ Нужен ранг «{rank}» — поднимайте уровни стихий.	
Системные сообщения (лог, тосты, диалоги)	📜 Изучено заклинание «{spell}»!	
Системные сообщения (лог, тосты, диалоги)	❌ Недостаточно ресурсов для починки.	
Системные сообщения (лог, тосты, диалоги)	🔧 «{item}» починено (−{gold} 🪙{sparks}).	
Системные сообщения (лог, тосты, диалоги)	🪙 Недостаточно золота.	
Системные сообщения (лог, тосты, диалоги)	🛒 Куплено {qty}× {res} за {cost} золота.	
Системные сообщения (лог, тосты, диалоги)	💰 Продано {qty}× {res} за {sum} золота.	
Системные сообщения (лог, тосты, диалоги)	🪙 Недостаточно золота на снаряжение.	
Системные сообщения (лог, тосты, диалоги)	🛒 Куплено снаряжение: {item} за {price} 🪙.	
Системные сообщения (лог, тосты, диалоги)	👻 Нет Душ для обмена.	
Системные сообщения (лог, тосты, диалоги)	🏛️ 1 Душа → 1000 Золота.	
Системные сообщения (лог, тосты, диалоги)	🏛️ 1 Душа → 1000 Искр.	
Системные сообщения (лог, тосты, диалоги)	🪙 Недостаточно золота для ставки.	
Системные сообщения (лог, тосты, диалоги)	🎲 Ты {me} против {house} — победа! +{bet} 🪙	
Системные сообщения (лог, тосты, диалоги)	🎲 Ничья {me}:{house} — ставка возвращена.	
Системные сообщения (лог, тосты, диалоги)	🎲 Ты {me} против {house} — проигрыш. −{bet} 🪙	
Системные сообщения (лог, тосты, диалоги)	🥤 Шарик под №{n} — угадал! +{win} 🪙	
Системные сообщения (лог, тосты, диалоги)	🥤 Шарик был под №{ball}, ты выбрал №{pick}. −{bet} 🪙	
Системные сообщения (лог, тосты, диалоги)	🪙 Билет стоит {price} золота.	
Системные сообщения (лог, тосты, диалоги)	🎟️ Пусто. Удача отвернулась.	
Системные сообщения (лог, тосты, диалоги)	🎟️ Мелкий выигрыш: +50 🪙	
Системные сообщения (лог, тосты, диалоги)	🎟️ Неплохо: +150 🪙	
Системные сообщения (лог, тосты, диалоги)	🎟️ Джекпот искр: +200 🔥	
Системные сообщения (лог, тосты, диалоги)	🎟️ 💎 СУПЕРПРИЗ: +1 Душа!	
Системные сообщения (лог, тосты, диалоги)	🏘️ Пока нечего собирать — смертные ещё трудятся.	
Системные сообщения (лог, тосты, диалоги)	🏘️ Собран урожай нижнего мира: {str}.	
Системные сообщения (лог, тосты, диалоги)	🏗️ {b} достроен до уровня {lvl}!	
Системные сообщения (лог, тосты, диалоги)	🏗️ Нельзя строить: {why}.	
Системные сообщения (лог, тосты, диалоги)	🏗️ Начата стройка: {b} → ур. {lvl} ({dur}). Списано {cost} 🪙.	
Системные сообщения (лог, тосты, диалоги)	👻 Нужно {cost} Душ для ускорения.	
Системные сообщения (лог, тосты, диалоги)	🔒 Этот мир ещё закрыт — нужен уровень и зачистка предыдущего мира.	
Системные сообщения (лог, тосты, диалоги)	{ic} PvP vs {opp}: {res}! Золото {sign}{gold}, XP +{xp}{cap}	
Системные сообщения (лог, тосты, диалоги)	победа	
Системные сообщения (лог, тосты, диалоги)	поражение	
Системные сообщения (лог, тосты, диалоги)	Укажите количество	
Системные сообщения (лог, тосты, диалоги)	Укажите цену	
Системные сообщения (лог, тосты, диалоги)	Недостаточно ресурса	
Системные сообщения (лог, тосты, диалоги)	❌ Не удалось выставить лот{lim}.	
Системные сообщения (лог, тосты, диалоги)	(лимит лотов)	
Системные сообщения (лог, тосты, диалоги)	🏷️ Лот выставлен: {qty}× {res} за {price} 🪙.	
Системные сообщения (лог, тосты, диалоги)	Нельзя продать арендованное — верните в арсенал	
Системные сообщения (лог, тосты, диалоги)	🏷️ Лот выставлен: «{item}» за {price} 🪙.	
Системные сообщения (лог, тосты, диалоги)	Лот недоступен	
Системные сообщения (лог, тосты, диалоги)	🪙 Недостаточно золота	
Системные сообщения (лог, тосты, диалоги)	❌ Покупка не удалась: {why}.	
Системные сообщения (лог, тосты, диалоги)	🛍️ Куплено: {qty}× {res} за {price} 🪙.	
Системные сообщения (лог, тосты, диалоги)	🛍️ Куплено: «{item}» за {price} 🪙.	
Системные сообщения (лог, тосты, диалоги)	❌ Не удалось снять лот.	
Системные сообщения (лог, тосты, диалоги)	↩️ Лот снят, возвращено {qty}× {res}.	
Системные сообщения (лог, тосты, диалоги)	↩️ Лот снят, «{item}» вернулся в рюкзак.	
Системные сообщения (лог, тосты, диалоги)	Название от 3 символов	
Системные сообщения (лог, тосты, диалоги)	🛡 Клан «{name}» основан! Списано {cost} 🪙.	
Системные сообщения (лог, тосты, диалоги)	❌ Не удалось вступить: {why}.	
Системные сообщения (лог, тосты, диалоги)	вы уже в клане	
Системные сообщения (лог, тосты, диалоги)	клан переполнен	
Системные сообщения (лог, тосты, диалоги)	клан не найден	
Системные сообщения (лог, тосты, диалоги)	ошибка	
Системные сообщения (лог, тосты, диалоги)	📨 Заявка отправлена — ждите решения лидера.	
Системные сообщения (лог, тосты, диалоги)	📨 Заявка отправлена	
Системные сообщения (лог, тосты, диалоги)	🛡 Вы вступили в клан!	
Системные сообщения (лог, тосты, диалоги)	❌ Не вышло: {why}.	
Системные сообщения (лог, тосты, диалоги)	Исключить участника из клана?	
Системные сообщения (лог, тосты, диалоги)	Передать лидерство этому участнику? Вы станете офицером.	
Системные сообщения (лог, тосты, диалоги)	Покинуть клан? Бонус клана пропадёт.	
Системные сообщения (лог, тосты, диалоги)	❌ Не удалось покинуть клан.	
Системные сообщения (лог, тосты, диалоги)	🚪 Вы покинули клан.	
Системные сообщения (лог, тосты, диалоги)	Укажите сумму	
Системные сообщения (лог, тосты, диалоги)	❌ Взнос не прошёл.	
Системные сообщения (лог, тосты, диалоги)	💰 Взнос в казну клана: {amount} 🪙.	
Системные сообщения (лог, тосты, диалоги)	❌ Улучшение не прошло: {why}.	
Системные сообщения (лог, тосты, диалоги)	мало золота в казне	
Системные сообщения (лог, тосты, диалоги)	только лидер	
Системные сообщения (лог, тосты, диалоги)	уже максимум	
Системные сообщения (лог, тосты, диалоги)	⚜️ Клан улучшен: {name}!	
Системные сообщения (лог, тосты, диалоги)	❌ Не удалось обновить сообщение.	
Системные сообщения (лог, тосты, диалоги)	📢 Сообщение дня обновлено.	
Системные сообщения (лог, тосты, диалоги)	🔒 Арендованное вернулось владельцу: {items}.	
Системные сообщения (лог, тосты, диалоги)	Можно одолжить только экипировку	
Системные сообщения (лог, тосты, диалоги)	Нельзя одолжить арендованное	
Системные сообщения (лог, тосты, диалоги)	❌ Не удалось одолжить: {why}.	
Системные сообщения (лог, тосты, диалоги)	арсенал переполнен	
Системные сообщения (лог, тосты, диалоги)	лимит 20 вещей от вас	
Системные сообщения (лог, тосты, диалоги)	не экипировка	
Системные сообщения (лог, тосты, диалоги)	📦 «{item}» выставлено в клановый арсенал.	
Системные сообщения (лог, тосты, диалоги)	Уже арендовано	
Системные сообщения (лог, тосты, диалоги)	❌ Не удалось арендовать: {why}.	
Системные сообщения (лог, тосты, диалоги)	уже арендовано	
Системные сообщения (лог, тосты, диалоги)	это ваша вещь	
Системные сообщения (лог, тосты, диалоги)	🔑 Арендовано: «{item}» (владелец: {owner}). Можно только носить.	
Системные сообщения (лог, тосты, диалоги)	❌ Не удалось вернуть аренду.	
Системные сообщения (лог, тосты, диалоги)	↩️ Аренда возвращена в арсенал.	
Системные сообщения (лог, тосты, диалоги)	❌ Не удалось забрать вещь.	
Системные сообщения (лог, тосты, диалоги)	📥 «{item}» возвращена в ваш инвентарь.	
Системные сообщения (лог, тосты, диалоги)	Рейд недоступен	
Системные сообщения (лог, тосты, диалоги)	⚔️ Боссу клана нанесено {dmg} урона.	
Системные сообщения (лог, тосты, диалоги)	🐉 Босс клана повержен! Забери награду: Кланы → Рейд.	
Системные сообщения (лог, тосты, диалоги)	❌ Награды нет.	
Системные сообщения (лог, тосты, диалоги)	🎁 Награда за рейд: +{gold} 🪙, +{sparks} ✨{xp}.	
Системные сообщения (лог, тосты, диалоги)	опыта	
Системные сообщения (лог, тосты, диалоги)	Доступно только в Telegram	
Системные сообщения (лог, тосты, диалоги)	❌ Промокод уже вводился.	
Системные сообщения (лог, тосты, диалоги)	⌛ Окно ввода промокода (7 дней) истекло.	
Системные сообщения (лог, тосты, диалоги)	Введите промокод	
Системные сообщения (лог, тосты, диалоги)	❌ Неверный промокод.	
Системные сообщения (лог, тосты, диалоги)	❌ Нельзя ввести свой промокод.	
Системные сообщения (лог, тосты, диалоги)	🎁 Промокод принят! +500 🪙 и +100 🔥. Пригласившему начислится награда при синхронизации.	
Системные сообщения (лог, тосты, диалоги)	🎁 Промокод принят: +500 🪙, +100 🔥	
Системные сообщения (лог, тосты, диалоги)	📋 Промокод скопирован: 	
Системные сообщения (лог, тосты, диалоги)	Промокод: 	
Системные сообщения (лог, тосты, диалоги)	🔗 Ссылка скопирована!	
Системные сообщения (лог, тосты, диалоги)	📘 Навык «{skill}» вырос до {n}!	
Системные сообщения (лог, тосты, диалоги)	📈 {stat} выросла до {v}!	
Системные сообщения (лог, тосты, диалоги)	📈 {icon} {prof}: уровень {lvl} ({title})!	
Системные сообщения (лог, тосты, диалоги)	📜 Тайное знание: изучен рецепт «{rec}»!	
Системные сообщения (лог, тосты, диалоги)	🎉 Новый уровень {lvl}! Полное восстановление и +{n} 🔥 искр.	
Системные сообщения (лог, тосты, диалоги)	⚠️ «{item}» сломалось — почините, чтобы вернуть свойства.	
Системные сообщения (лог, тосты, диалоги)	🎁 Бонус от рефералов: +{n} 🪙	
Системные сообщения (лог, тосты, диалоги)	💰 Выручка с барахолки: +{n} 🪙	
Системные сообщения (лог, тосты, диалоги)	🐾 Приручён питомец: {pet}{active}.	
Системные сообщения (лог, тосты, диалоги)	(в строю)	
Системные сообщения (лог, тосты, диалоги)	🏆 Победа над: {mobs}.	
Системные сообщения (лог, тосты, диалоги)	☠️ Поражение в бою{lost}.	
Системные сообщения (лог, тосты, диалоги)	золота	
Классы сетов	Ассасин	
Классы сетов	Берсерк	
Классы сетов	Воин	
Классы сетов	Лучник	
Классы сетов	Паладин	
Классы сетов	Танк	
Интро миров	Шелест трав и пение птиц… но мелкие твари ходят стаями.	
Интро миров	Любимое место охотников. Дичи всё меньше — виной непослушная молодёжь.	
Интро миров	Тёмный сырой лабиринт с ископаемыми и негостеприимными сущностями.	
Интро миров	Бивни скал, живописные пейзажи и вечно голодные звери.	
Интро миров	Ни воды, ни растений — у самой природы стервозный характер.	
Интро миров	Ядовитые растения, трясины, москиты и незабываемая вонь.	
Интро миров	Запаситесь воздухом и смажьте доспехи, чтоб не заржавели.	
Интро миров	Скелеты и зомби — мелочь, а вот вампир или некромант — достойный противник.	
Интро миров	За каждым камнем — толстокожие огнеупорные твари, мечтающие о свежем мясце.	
Интро миров	Мир необычайной красоты, но внешность бывает обманчива.	
Интро миров	Родной дом самых страшных и извращённых существ. Сюда не стоит попадать даже после смерти.	
Интро миров	То место, куда все стремятся. Но непрошеных гостей ждут муки, рядом с которыми сатана — дилетант.	
Энциклопедия: заголовки	О мире и валютах	
Энциклопедия: заголовки	Статы (9 характеристик)	
Энциклопедия: заголовки	Уровень, опыт и «опасность»	
Энциклопедия: заголовки	Бой	
Энциклопедия: заголовки	Магия (4 стихии × 3 направления)	
Энциклопедия: заголовки	Мастерские, крафт и топливо	
Энциклопедия: заголовки	Алхимия (Лаборатории)	
Энциклопедия: заголовки	Рарность, классовые сеты и сборки	
Энциклопедия: заголовки	Походы и миры	
Энциклопедия: заголовки	Бестиарий (мобы по мирам)	
Энциклопедия: заголовки	Квесты (Совет старейшин)	
Энциклопедия: заголовки	Здания Вавилонской башни	
Энциклопедия: заголовки	Банк и монетизация	
Энциклопедия: заголовки	Стихия	
Энциклопедия: заголовки	к статам	
Энциклопедия: заголовки	Снаряжение	
Энциклопедия: проза	«Вавилон» — мир из двух частей, соединённых башней-цитаделью. Игроки приходят как полубоги.	
Энциклопедия: проза	Нижний мир — мир смертных (стратегия и ресурсы), верхний — нестабильные локации (РПГ-походы). Вавилонская башня в центре — ваш дом и хаб.	
Энциклопедия: проза	Три особые валюты:	
Энциклопедия: проза	🪙 <b>Золото</b> — игровые деньги: покупки в магазине, торговля.	
Энциклопедия: проза	👻 <b>Души</b> — премиум-валюта (в полной версии — реальные средства). Меняются в Банке.	
Энциклопедия: проза	🔥 <b>Искры</b> — «божественные искры» для крафта и заточки. Добываются в верхнем мире (походы): чем глубже тир локации, тем активнее сыплются.	
Энциклопедия: проза	💎 <b>Камни</b> (самоцветы для усилителей) тоже добываются в верхнем мире — выпадают с боёв, и тем чаще, чем глубже тир. В магазине есть, но дорого.	
Энциклопедия: проза	У героя 9 характеристик. Каждая растёт от использования по геометрической прогрессии (планка 100 → 200 → 400…). Прогресс виден полосками в Покоях героя.	
Энциклопедия: проза	Есть две прокачки, и они дополняют друг друга:	
Энциклопедия: проза	<b>Уровень</b> — классический, растёт от опыта за бои (зелёная полоска в шапке). За новый уровень: полное восстановление HP/MP и награда искрами. Планка следующего уровня: 100 → 175 → 250…	
Энциклопедия: проза	<b>Опасность</b> — боевая мощь героя, считается из суммы статов. Влияет на силу тренировочного двойника на Арене.	
Энциклопедия: проза	Опыт капает за убитых мобов (больше за старшие миры, ×3 за боссов).	
Энциклопедия: проза	Бой пораундовый. Каждый раунд вы выбираете зону атаки и зону блока (голова, торс, руки, ноги), либо кастуете заклинание, либо пьёте эликсир, либо бежите.	
Энциклопедия: проза	Если враг бьёт в зону, которую вы заблокировали — урон режется.	
Энциклопедия: проза	Возможны криты (Ярость — физ., Вера — маг.) и контрудары (Реакция — физ., Отражение — маг.).	
Энциклопедия: проза	Удача повышает шанс макс. урона и ценных трофеев.	
Энциклопедия: проза	Поражение не убивает насовсем — вы возвращаетесь в башню ослабленным (HP ~30%) и теряете 10% золота.	
Энциклопедия: проза	Сложность локации (75–200%) — ваш регулятор челленджа. Высокие миры без прокачки непроходимы: качайтесь и улучшайте снаряжение.	
Энциклопедия: проза	Тренироваться без риска можно на Арене (бой с тёмным двойником).	
